-2.68100|-106.262|-61.4870
-2.42200|-106.360|-61.2680
-2.42500|-106.381|-61.1610
-2.38300|-106.402|-61.0530
-2.34300|-106.445|-60.8390
-2.34300|-106.445|-60.8390
-2.34500|-106.455|-60.7860
-2.34500|-106.455|-60.7860
-2.34500|-106.455|-60.7860
-2.34500|-106.455|-60.7860
-2.34500|-106.455|-60.7860
-2.34500|-106.455|-60.7860
-2.34500|-106.455|-60.7860
-2.34500|-106.455|-60.7860
-2.34500|-106.455|-60.7860
-2.34500|-106.455|-60.7860
-2.34500|-106.455|-60.7860
-2.34500|-106.455|-60.7860
-2.34500|-106.455|-60.7860
-2.34500|-106.455|-60.7860
-2.34500|-106.455|-60.7860
-2.34500|-106.455|-60.7860
-2.34500|-106.455|-60.7860
-2.30000|-106.455|-60.7850
-2.30000|-106.455|-60.7850
-2.30000|-106.455|-60.7850
-2.30000|-106.455|-60.7850
-2.30000|-106.455|-60.7850
-2.30000|-106.455|-60.7850
-2.30000|-106.455|-60.7850
-2.30000|-106.455|-60.7850
-2.30000|-106.455|-60.7850
-2.30000|-106.455|-60.7850
-2.30000|-106.455|-60.7850
-2.30000|-106.455|-60.7850
-2.30000|-106.455|-60.7850
-2.30100|-106.466|-60.7320
-2.30100|-106.466|-60.7320
-2.30100|-106.466|-60.7320
-2.30100|-106.466|-60.7320
-2.30100|-106.466|-60.7320
-2.30100|-106.466|-60.7320
-2.34600|-106.466|-60.7330
-2.34600|-106.466|-60.7330
-2.34600|-106.466|-60.7330
-2.34600|-106.466|-60.7330
-2.34600|-106.466|-60.7330
-2.34600|-106.466|-60.7330
-2.34600|-106.466|-60.7330
-2.34600|-106.466|-60.7330
-2.34600|-106.466|-60.7330
-2.34600|-106.466|-60.7330
-2.34700|-106.476|-60.6790
-2.34700|-106.476|-60.6790
-2.34700|-106.476|-60.6790
-2.34700|-106.476|-60.6790
-2.34700|-106.476|-60.6790
-2.34700|-106.476|-60.6790
-2.34700|-106.476|-60.6790
-2.34700|-106.476|-60.6790
-2.34700|-106.476|-60.6790
-2.34700|-106.476|-60.6790
-2.34700|-106.476|-60.6790
-2.34700|-106.476|-60.6790
-2.34700|-106.476|-60.6790
-2.34700|-106.476|-60.6790
-2.34700|-106.476|-60.6790
-2.34700|-106.476|-60.6790
-2.34700|-106.476|-60.6790
-2.34700|-106.476|-60.6790
-2.34700|-106.476|-60.6790
-2.34700|-106.476|-60.6790
-2.34700|-106.476|-60.6790
-2.34700|-106.476|-60.6790
-2.34700|-106.476|-60.6790
-2.34700|-106.476|-60.6790
-2.34700|-106.476|-60.6790
-2.34700|-106.476|-60.6790
-2.34700|-106.476|-60.6790
-2.34700|-106.476|-60.6790
-2.34700|-106.476|-60.6790
-2.34700|-106.476|-60.6790
-2.34700|-106.476|-60.6790
-2.34700|-106.476|-60.6790
-2.34700|-106.476|-60.6790
-2.34800|-106.487|-60.6260
-2.34800|-106.487|-60.6260
-2.34800|-106.487|-60.6260
-2.34800|-106.487|-60.6260
-2.34800|-106.487|-60.6260
-2.34800|-106.487|-60.6260
-2.34900|-106.497|-60.5730
-2.34900|-106.497|-60.5730
-2.34900|-106.497|-60.5730
-2.35000|-106.507|-60.5190
-2.35000|-106.507|-60.5190
-2.35000|-106.507|-60.5190
-2.35000|-106.507|-60.5190
-2.35200|-106.518|-60.4660
-2.35200|-106.518|-60.4660
-2.39600|-106.518|-60.4670
-2.39700|-106.528|-60.4140
-2.39700|-106.528|-60.4140
-2.39700|-106.528|-60.4140
-2.39700|-106.528|-60.4140
-2.39800|-106.538|-60.3600
-2.44300|-106.538|-60.3610
-2.44300|-106.538|-60.3610
-2.44400|-106.549|-60.3080
-2.44400|-106.549|-60.3080
-2.44400|-106.549|-60.3080
-2.44400|-106.549|-60.3080
-2.44500|-106.559|-60.2550
-2.44500|-106.559|-60.2550
-2.44500|-106.559|-60.2550
-2.44500|-106.559|-60.2550
-2.44500|-106.559|-60.2550
-2.44500|-106.559|-60.2550
-2.49000|-106.559|-60.2560
-2.49000|-106.559|-60.2560
-2.49000|-106.559|-60.2560
-2.53400|-106.559|-60.2570
